aer	39.17	39.12	39.14	39.4	39.65	39.83	39.05	38.82	38.52	38.27	38.24	38.6	39.55	39.15	38.99	38.59	38.12	37.84	38.06	39.24	39.81	40.4	40.41	40.69	40.36	39.84	40.44	39.53	40.77	41.69	41.69	42.0	42.02	42.04	42.04	42.37	42.43	43.02	43.27	43.74	43.72	44.34	45.94	45.16	44.2	44.95	44.5	43.85	44.44	44.78	44.99	43.96	43.79	43.06	43.18	43.46	43.61	43.78	43.45	44.49	43.97	44.61	44.41	44.24	43.86	43.82	43.97	44.59	43.65	44.49	44.76	44.53	45.05	45.43	45.86	46.75	46.47	46.4	46.16	46.08	45.96	46.54	46.25	46.44	46.61	46.86	46.8	46.91	46.75	46.68	49.04	49.18	48.49	48.21	48.35	49.07	48.18	48.48	49.0	48.99	48.96	48.8	48.22	47.96	48.21	48.07	47.8	48.62	48.88	48.24	48.24	49.93	50.34	48.5	48.53	47.95	48.1	48.35	47.69	47.3	46.56	46.61	46.86	47.08	46.42	46.82	47.98	47.7	47.23	46.89	45.99	45.79	45.79	45.64	45.05	45.11	44.35	44.89	45.79	46.89	46.95	46.4	47.05	47.15	47.35	47.53	46.73	46.02	45.29	44.33	44.67	46.19	46.13	46.84	46.66	46.8	46.75	46.22	46.54	48.22	47.39	47.47	47.05	47.27	48.49	48.01	46.71	44.75	43.3	40.33	39.32	40.84	41.77	42.26	42.04	40.49	41.05	41.24	40.47	42.36	41.65	42.21	42.21	41.76	42.57	42.93	43.28	42.41	42.99	42.36	41.86	41.4	40.96	38.29	37.71	38.24	38.45	40.49	41.84	41.67	42.73	43.18	43.06	43.24	42.83	39.92	40.56	39.31	39.83	40.26	39.78	40.37	41.34	41.0	39.69	40.42	40.98	41.5	42.05	41.46	41.28	41.04	42.52	41.22	40.3	40.86	39.6	40.53	41.78	41.56	42.8	42.83	43.24	43.9	43.73	43.72	44.23	45.44	45.77	45.28	44.53	45.25	44.49	42.12	41.31	41.54	40.37	39.52	40.17	40.85	40.16	40.14	41.41	41.81	43.04	43.15	42.75	43.51	42.98	43.16	41.77	40.99	39.95	37.9	36.71	36.7	37.9	36.1	36.55	34.01	32.85	31.4	32.09	32.95	30.8	31.76	30.28	28.84	30.71	31.04	28.64	28.43	28.97	27.84	25.54	26.79	27.05	26.34	28.06	29.15	30.97	32.0	31.7	33.42	33.17	34.15	34.66	35.49	35.73	36.68	37.75	37.99	37.63	37.76	36.19	36.95	36.4	37.61	37.94	36.82	37.68	38.41	38.32	38.57	38.54	38.07	37.51	38.04	38.39	39.11	38.76	38.89	38.25	37.16	37.46	36.7	37.88	38.21	38.52	39.46	39.47	39.73	39.96	40.5	40.49	40.6	41.43	40.6	41.15	42.19	41.21	40.01	40.38	39.5	39.59	39.95	40.75	40.01	40.42	40.25	36.84	36.61	37.31	38.01	37.8	36.61	37.29	36.98	38.35	39.0	38.64	38.84	39.09	38.82	38.91	38.29	39.6	40.0	39.85	39.14	37.44	36.78	36.82	36.86	36.86	36.98	38.08	38.34	38.1	38.34	34.56	31.55	32.14	33.22	33.59	33.87	32.52	32.74	33.03	34.5	35.01	36.28	36.11	36.88	36.92	37.8	37.59	37.66	37.54	35.74	36.41	36.35	36.65	36.41	36.51	36.49	35.43	36.25	35.84	36.72	37.76	38.22	38.16	38.15	38.04	38.41	38.55	39.35	38.99	39.15	38.74	39.5	39.01	39.06	39.0	39.44	39.8	39.97	40.14	40.57	40.07	40.32	40.67	39.32	40.13	39.6	39.99	40.25	39.03	38.64	37.73	37.55	38.0	37.67	36.93	37.02	38.04	37.76	38.49	38.95	38.93	39.93	40.08	39.93	40.66	40.56	40.5	38.86	38.77	39.16	40.4	40.92	40.79	40.72	40.85	40.8	41.15	40.91	40.99	41.11	40.68	40.53	40.77	41.29	41.71	41.98	41.79	41.82	42.33	43.46	44.45	44.04	44.98	44.34	45.17	45.46	43.9	44.29	43.6	43.42	42.85	43.22	43.33	43.54	44.03	44.03	44.53	44.49	43.6	43.5	42.78	42.74	42.44	42.47	42.62	43.03	42.23	42.2	42.35	41.79	41.57	41.61	42.74	43.34	43.69	43.6	43.14	43.49	43.76	42.86	43.0	42.22	42.53	41.68	42.08	42.13	43.18	43.81	44.24	44.34	44.13	44.27	44.4	44.55	45.1	44.93	44.95	45.13	45.94	46.3	46.41	46.8	47.14	46.79	46.65	47.67	46.89	45.68	45.35	45.66	45.3	46.09	45.81	46.12	45.24	45.02	45.31	44.89	45.14	44.86	45.12	45.36	45.63	45.46	45.25	44.26	44.33	44.78	44.57	44.42	45.2	45.54	45.91	45.97	45.33	45.45	45.46	44.16	43.38	44.24	44.02	43.41	43.03	43.72	43.64	44.11	44.64	43.83	45.09	45.12	45.38	45.61	46.01	46.26	46.41	46.26	46.11	44.99	45.09	46.02	45.03	44.96	44.62	45.03	44.78	43.45	43.45	44.49	44.98	45.03	45.1	44.95	44.8	43.94	44.02	44.99	45.42	44.85	44.73	44.76	44.98	45.41	45.38	45.66	46.73	46.21	46.14	46.25	45.72	44.98	45.1	45.64	45.64	45.61	46.89	46.84	46.43	46.96	47.18	46.58	46.83	47.49	47.12	47.5	47.89	47.63	48.12	48.27	48.87	49.91	49.51	49.4	49.02	48.8	48.88	49.04	49.1	49.41	48.89	49.45	50.13	50.24	49.86	49.95	48.96	48.33	48.63	48.55	48.98	48.2	47.96	47.87	48.52	48.42	48.82	49.11	49.2	49.48	49.66	50.3	50.39	49.53	49.19	48.56	49.0	49.17	49.58	49.44	49.01	49.61	49.24	50.02	50.2	50.16	49.9	49.78	50.27	50.03	50.65	51.11	51.46	51.84	51.99	52.0	51.97	52.09	52.05	52.0	52.06	52.35	52.44	52.43	52.33	52.26	53.06	52.55	52.9	52.06	52.62	52.43	52.52	52.64	52.86	53.01	52.51	52.3	52.19	51.98	51.87	51.67
aeri	30.76	29.91	28.26	29.49	29.98	30.03	29.06	29.19	31.25	29.93	30.21	31.06	30.94	30.09	29.51	29.81	30.85	27.88	29.52	29.82	28.82	29.75	29.92	30.03	29.6	28.665	27.53	27.96	26.76	25.91	25.4	24.53	26.06	26.08	27.74	27.27	27.77	27.91	28.04	28.82	28.22	27.71	28.84	28.79	28.03	28.61	28.12	28.93	28.6	28.8	28.92	28.29	28.4	28.52	28.74	28.94	29.15	29.39	29.45	29.75	30.61	31.45	31.41	31.08	29.93	30.47	30.89	31.27	31.34	31.24	30.89	31.16	31.51	32.03	32.16	32.3	34.97	33.99	33.02	34.33	34.15	34.98	35.12	34.42	35.39	12.87	10.7	11.0	10.08	9.64	9.37	10.92	10.61	10.71	10.44	11.19	11.42	11.61	11.35	11.25	11.26	11.22	11.25	10.92	10.56	10.92	10.62	10.89	11.19	11.13	12.1	12.33	13.04	13.23	12.97	12.65	12.39	12.74	13.23	13.03	13.27	19.91	20.48	20.03	20.02	19.81	18.89	18.8	18.42	17.96	17.18	17.65	17.58	17.28	17.83	17.99	17.49	17.68	17.8	18.68	19.76	19.47	19.02	18.74	18.21	18.96	18.68	19.22	18.62	18.55	19.14	18.6	17.91	18.14	18.14	18.15	17.6	15.88	15.75	16.25	16.04	16.77	15.63	15.37	16.21	16.1	16.34	15.63	15.92	15.56	15.52	15.96	16.5	16.49	15.81	15.2	15.88	15.75	16.2	16.44	16.79	17.58	18.39	17.64	17.97	18.0	30.08	27.87	24.51	23.99	23.17	22.52	20.99	18.53	16.97	17.74	18.47	19.35	20.01	18.9	21.25	18.78	18.87	18.72	18.54	19.1	20.78	21.22	21.08	21.16	20.59	20.51	21.88	21.94	23.25	22.98	22.62	22.81	24.35	23.55	23.66	24.7	26.13	25.35	25.81	25.2	24.83	25.53	24.09	23.96	24.89	24.76	24.87	25.64	26.49	27.63	27.27	27.44	26.33	25.96	24.75	24.9	23.73	24.98	24.48	25.33	24.6	22.73	23.34	24.57	23.71	23.27	24.83	23.72	23.95	23.56	23.16	23.83	24.45	24.32	23.31	22.51	21.83	20.28	19.89	18.38	18.47	17.71	18.27	18.68	17.8	18.76	18.64	19.1	18.93	18.85	17.6	16.6	16.54	16.39	15.71	16.28	16.37	15.22	13.76	13.8	14.16	13.92	13.75	13.94	14.84	17.39	17.71	16.56	16.5	16.69	16.34	16.97	16.84	16.76	17.63	15.08	14.84	14.86	13.93	13.0	12.53	13.5	13.56	12.48	11.53	11.09	12.37	12.07	12.49	11.82	11.97	11.65	12.41	12.14	12.16	13.17	13.31	12.96	14.68	15.06	15.1	14.61	14.49	14.95	15.15	15.15	16.05	15.37	15.26	16.0	16.56	16.0	16.365	15.97	16.025	15.86	16.33	15.86	15.84	14.52	13.44	14.51	13.85	13.385	12.885	12.93	13.88	13.69	15.62	14.65	15.24	15.47	16.75	16.64	16.54	17.14	17.87	17.72	19.06	18.29	18.89	19.92	19.5	18.81	18.59	18.35	18.35	18.4	18.52	17.99	17.99	17.58	17.56	18.18	17.13	16.7	17.77	17.98	17.6	17.51	17.35	17.39	17.54	17.61	17.8	17.69	17.05	17.34	17.49	17.62	17.17	17.7	17.91	18.14	17.29	17.38	17.84	17.54	17.35	17.19	17.34	18.03	18.85	18.5	18.18	18.49	18.09	17.95	18.43	19.43	18.9	18.77	19.08	19.15	19.46	19.73	19.04	18.92	18.77	18.99	19.43	19.36	19.21	19.59	19.57	20.33	21.29	20.1	20.89	19.65	21.13	30.61	34.87	34.12	38.58	38.85	38.05	39.07	39.37	40.72	39.15	37.7	37.74	38.01	38.33	39.26	40.41	40.49	40.91	39.74	38.47	39.03	37.29	37.19	36.54	35.52	36.41	35.91	35.81	34.66	34.12	33.28	33.17	33.25	33.7	33.6	32.85	32.8	34.05	34.5	38.1	37.45	37.75	39.75	41.95	41.55	42.2	40.7	39.95	39.05	40.325	40.35	39.5	39.15	37.15	36.8	38.5	40.3	40.4	39.45	38.55	36.95	37.3	38.5	39.7	39.55	40.05	38.8	38.0	37.65	37.2	38.65	38.5	37.8	37.7	37.85	38.75	39.55	39.75	39.05	39.8	39.85	38.8	41.6	42.5	41.4	42.3	41.1	40.65	41.05	41.0	41.15	42.2	43.55	42.55	43.9	43.9	44.025	44.3	43.75	42.8	44.8	46.4	46.25	46.95	46.2	46.9	45.0	44.85	43.95	44.45	44.25	44.55	46.65	47.35	47.9	48.25	47.65	48.7	49.95	49.65	48.05	48.05	48.9	47.95	48.85	48.5	47.45	48.2	45.3	45.4	45.6	45.85	45.55	45.45	45.25	45.45	45.35	45.05	44.65	43.25	43.65	44.35	42.9	43.15	42.55	43.0	43.0	42.1	42.1	42.2	41.2	42.0	42.3	42.45	44.5	44.05	43.85	42.1	39.5	39.95	40.25	40.15	39.85	40.1	39.55	39.05	40.35	40.15	38.3	41.75	41.05	41.05	40.8	40.5	54.25	55.9	55.5	55.45	55.9	55.15	54.7	55.45	53.4	52.85	51.25	50.95	51.35	50.65	50.5	50.05	51.4	50.5	54.0	55.05	54.8	54.8	52.45	54.15	53.55	52.55	53.8	55.1	54.95	55.85	55.0	56.3	56.75	56.0	55.6	54.45	54.5	55.1	56.35	57.8	57.6	55.95	54.7	54.2	55.5	54.3	52.95	54.15	53.7	54.95	56.1	51.65	51.9	51.45	50.35	50.6	52.4	52.2	54.8	53.05	51.25	52.8	51.95	52.85	53.5	55.25	55.1	55.15	57.35	57.8	57.5	57.45	58.7	58.25	58.2	55.6	55.75	57.25	58.3	60.1	58.6	53.4	51.45	50.95	52.4	50.8	51.75	49.2	48.6	50.85	51.65	54.35	54.5	52.65	52.7	55.35	64.3	62.95	61.45	64.05	64.6	64.45	64.85	65.1	63.3	64.4	63.5	62.0	63.3	60.95	61.75	62.45	63.7	64.85	64.75	64.75	63.825	61.75	62.0
